,survey,subject,comment
491,"Better code completion and tooling. I run mine inside Pycharm, which helps a lot. Better data source integration. ex: saved data sources that don't require you to store plaintext credentials in your code.",function,positive
492,"Using ancient Python 2.6 on RHEL6 for work, which hinders the ability to use modern versions of ipython.",function,positive
493,Very useful for scientific research.,function,positive
494,"My biggest pain point is working with large data sets (for me 1 to 10gb). Everything gets slugish, and I don't have feedback on when it'll finish. I run the notebook on a node with 60gb of ram and lots of CPU power, but the browser seems to be a bottleneck.",function,negative
495,* Hard to interrupt kernels (ctrl-C should work) * Bad export to python code (should have an option to disable the conversion of the %statements),function,negative
496,"Two things off the top of my head: 1. My ordinary text editor (Sublime Text) is much better than the Notebook interface. 2. Version control collaboration with notebooks seems awkward. I haven't tried to git merge ipynb files, but my guess would be that it is complicated.",function,positive
497,Switching between developing a small library of analysis tools and prototyping is a bit of a hassle. ,function,negative
498,"I would really speed up using notebook if the cells had vi keybindings, especially the visual mode. I am sure the same holds true for emacs mode for someone who's brain is wired the wrong way 😀",function,negative
499,"I don't like typing code into a web browser. I write code every day and I use my text editor for that.  I find it hard to fit into git-based workflows. JSON diffs are not nice.  I sometimes wonder whether what I want is a way to edit ipython notebook code from a plain test format like  markdown, i.e. similar to this project: https://github.com/aaren/notedown",function,positive
500,Vim keybindings,design,neutral
501,Availability from Ubuntu repositories,function,neutral
502,lack of debugger,function,negative
503,It's hard to add new kernels to the Jupyter.,function,negative
504,"Better iOS client support. More buy-in from the core-engineering team (they love Ruby, Go-lang, PHP, and are suspicious of Python).",performance,positive
505,"Easy access to command history (via up-arrow, Ctrl-r etc) - this is very useful in the ipython shell and I miss it in the notebook",function,positive
506,The editing environment is frustrating and very limited. ,performance,negative
507,"Doesn't seem to fit with building a large project, prefer IDE",design,positive
508,Mostly inertia. I'm still not used to it and the nicest features don't integrate with Emacs.,design,positive
509,"My work does not always involve sitting in front of a computer. On weeks where I am doing more data analysis, I use it quite a bit more frequently than the ""weekly"" indication above.",function,positive
510,Compatibility with pentadactyl.,function,neutral
511,I just haven't found a need for it.,function,neutral
512,"It is very difficult to install Jupyter on OS X without resorting to (imo messy) tools like Homebrew. I also had no luck getting multiple kernels operating, which was frustrating. Lastly, UI bugs in Safari can make using it frustrating.",function,negative
513,"The friction to open a terminal, launch Jupyter, open the browser, add a notebook, v.s. the comfort and familiar editor and command line. ",function,neutral
514,Start up costs; reusability of code,function,neutral
515,No find and replace functionality!,function,neutral
516,Nothing. My entire workflow happens in Jupyter. ,function,neutral
517,"Editing things is cumbersome - now I am used to vim and sublime shortcuts, I find myself missing them a lot.  Typically, the notebook has some quick ideas in it, which inevitably don't follow the best coding practices. So I often need to replace things, or edit all instances of a variable, etc - something that is hard (if not impossible) in the notebook.  Another problem is that notebooks can become cumbersome - but I guess this is more my poor planning/organisation than the notebook's fault!",function,negative
518,"Startup is a little slow, though potentially just an issue with my python install.",function,negative
519,vim bindings  live reloading,function,neutral
520,"1/ Notebook not integrated with IDE (so cut-and-paste required)  2/ Notebook UI kind of rough (not very workflow-cognizant, requires excess steps) 3/ Not well-integrated with sites I need to use it with (e.g. Github, Bitbucket, Stack Overflow)",function,negative
521,I need to know it in depth indeed,function,neutral
522,- Multiuser support - Debugging capabilities,performance,positive
523,More documentation on APIs and configuration stuff ,function,neutral
524,Nothing special,function,neutral
525,Notebooks get unwieldy when they get very large.,function,negative
526,Customizable toolbar and diff-able (version control aware) notebooks.,function,neutral
527,"More accessible language kernels for multiple languages: ocaml, java.",performance,positive
528,Bugs when exporting notebooks to Latex/PDF,function,negative
529,I prefer Juliabox which I don't need to administer and is in the cloud.,function,neutral
530,Difficult to move code developed in notebook into proper module after the experimental stage.,function,neutral
531,"Editing features too basic (shortcuts, completion, indentation etc)",function,neutral
532,Relearning profile management each time.,time,neutral
533,"If anything, it would be that could consume fewer ram.",function,neutral
534,Difficulty of navigating and organising large notebooks,function,negative
535,The only time I don't use jupyter is when collaborating with others who don't. Usually the collaborators are stuck on Matlab and unwilling to change languages.,function,negative
536,It would be awesome to see notebook generated graphs and such easily be exported to power dashboards etc. outside of the notebook environment.,function,positive
537,Global namespace pollution and inability to easily view variables like in R or Matlab,design,neutral
538,More control over look and feel   Collaboration with other team memebers - think google docks style  ,function,neutral
539,"It's good for writing up results, but I find it awkward for messing around.",function,negative
540,Adapting existing workflows that use other tools.,function,neutral
541,"Jupyter notebook is a memory hog. I used it all the time but realized that it was faster to run code via the command line.   Also, large notebooks become unwieldy and difficult to navigate. Better navigation could help",function,negative
542,Version control integration - sharing a notebook within git is pretty painful Reload of local python modules Namespacing of variables continues to trip me up ,function,neutral
543,Nothing. I use it all the time. ,time,neutral
544,1. Easier to deploy 2. Missing documentation / tutorial,function,positive
545,"Interactive plot exploration (through matplotlib) is a bit clunky and much worse than in Matlab, for example. You basically need to modify the code that you used to create a plot and rerun its cell in order to modify the plot. Embedded plots are not interactive and regular matplotlib figures are not that dynamic to begin with. You can zoom and pan but you cannot modify them in any other way (e.g. you cannot select a plot element and modify its color, delete it or add a fitting curve as in Matlab). Some of these are limitations of matplotlib of course but that is part of the whole ""Jupyter package"".  Creating interactive plots and widgets is too complicated at the moment. It requires too much programming.  It is hard to generate a nice report that you can share with non technical people from a Jupyter notebook because there is no way (AFAIK) to hide the code cells from the output. It would be cool to be able to mark a cell as ""hidden code"" which would be excluded from the generated PDF for example.  The UI is a bit clunky and editing code is a bit painful when there is a lot of code in a cell.  Being able to run cells out of order is cool but it also makes it hard to reproduce what you did later. This makes it particularly hard to turn a notebook into a proper Python script sometimes. It would be great if you could somehow replay the notebook in the order that you executed it and export that in the proper order. Maybe there should be a way to programmatically execute a cell from another cell (maybe this is already possible and Injust don't know about it).",function,negative
546,- Variables view like matlab - Debugging (breaking points etc),design,neutral
547,"1. The integration of matplotlib could be better. E.g. resizing of a graph still does not trigger a redraw, and is not stored for the next run of this code cell.  2. A basic version of shared notebooks would be great. Of course, real time collaboration at one notebook would be best, but running notebooks on different machines, and tracking individual changes would be a great first step, thaat, I think, is much easier to realize, and  almost as helpful.  3. Some lightweight admin level for code cells (run, delete, move cell groups). Probably possible to combine this in a reasonable way with some structure of the notebook.",function,positive
548,"Running code with thousands of lines of print, works poorly. Would be nice to have an easy way to execute a block of code in the terminal.  Editing text is not on par with sublime text. ",function,positive
549,I use it heavily to do exploratory data analysis. I conduct trainings often & feel Jupyter is the best way to do it.,function,positive
550,"some nice ideas, but there should be much more. other projects like rstudio offer far superior features for years.",function,positive
551,1) Conditional Formatting (should be fixed by df.style)  2) Kernel Died Errors  3) Am uneasy with %load_ext autoreload  4) Drag charts into gmal sometimes results in issues.,function,negative
552,"The majority of my Python work is on personal projects that don't require me to share code, so it is often easier to use a desktop IDE (like PyCharm or Rodeo), or just use Sublime Text.  The setup processes for these are marginally quicker.",function,positive
553,I work with multiple files with large quantities of code. I have not find an easy way to integrate Jupyter into my workflow except for small tests or results,function,positive
554,Enterprise adoption,function,neutral
555,Being a separate tool: I'd like to use jupyter without switching between my editor/IDE and jupyter,function,positive
556,snippets,function,neutral
557,It is still at its enfancy with regards to citation etc,function,positive
558,Lack of 'grid' type view for pandas data frames (a la rstudio).,design,negative
559,"Lack of a convenient way to run code chunks (we have run all before, run all, etc.), but I""d really like to be able to select a group of cells and run only those, rather than running each cell manually. (merging groups of cells simultaneously might also be nice). ",function,positive
560,Lack of ease in publishing work (e.g. generating PDF without code blocks),function,positive
561,I develop bigger applications,function,neutral
562,Scrolling up and down in the notebook (RStudio interface is an ideal data analysis workbench),function,positive
563,"lack of debugging tools, lack of variable views",function,negative
564,Lack of languages ,function,negative
565,"UI design is bad, and the ipynb file format is not great for using with a git",function,negative
566,spell checking.   I look like what I am as far as spelling is concerned; an idiot. This taints perception of what I am saying which is not idiotic.   ,function,negative
567,- Version control on GitHub is clunky - Not being able to minimize/hide cells,function,negative
568,I don't have enough problems that require exploration etc that notebook provides. ,function,neutral
569,Acceptance and support within my company,performance,positive
570,Working more on data acquisition than data analysis. Jupyter is not a good IDE for developing code IMO (I use Vim),function,negative
571,- real-time 3d visualization - the need of javascript for writing custom interactions - lack of first-class support for sticky viewers,time,negative
572,Lack of a find and replace feature.,function,negative
573,Cutting cells. Drag and drop them with mouse. ,function,negative
574,"1.  Difficulty using with version control, esp. git 2.  Lack of code-folding or other organizational helpers 3.  Lack of simple interoperability with raw python source files-- once the decision to use JN is made, everybody has to use JN.",function,negative
575,"When working with large data sets, sometimes the notebook gets stuck. The only way to get out of this needs the notebook to be restarted, this way I lose the dataset loaded in memory and a lot of time is wasted in reloading the file and running the steps again. Also, I have tried to use 'Ctrl + c' which works most times but fails with large data sets several times also leading to need for a restart. ",function,negative
576,"C#, debugging, complex GUI interaction, Excel, internal tools and workflow",design,neutral
577,"Cross language compatibility, i.e. running jupyter on different language kernels, such as scala, spark, groovy, clojure, etc.",performance,neutral
578,"Nothing at all. When i code, I start with the notebook",function,neutral
579,"I use Jupyter Nbs for a specific part of my workflow, for example for tutorials and teaching, or for playing around with data when a lot of visualization and annotations are needed. Otherwise, I use version-controlled scripts and the IPython shell.",function,neutral
580,Slightly complex startup procedure - I use it with Julia,function,negative
581,"Out of the box support for multiple users, scheduling, export without code cell. Documentation still not good enough.",function,neutral
582,"Lack of an obvious integration with standard testing suites - I heard very recently notebook testing has now been fixed, but it was broken for a while and this was a big set back.",function,negative
583,No clojure,function,neutral
584,"The lack of version control (tracking changes using git does not work well) My own knowledge about how to use functions in other notebooks, etc.",function,negative
585,"Being polyglot, it would be very good if we could use multiple languages in a single notebook.",function,positive
586,annoying to start the notebook server when I want to qucikly look at notebook content  versioning notebooks (git) is a pain,function,negative
587,Better code editor,function,positive
588,Other tasks,function,neutral
589,"The strict linearity, lack of automatability, and inability to reference code from other notebooks (e.g., as a module -- related to the nonlinearity).",function,negative
590,Need server running with access to my notebooks. ,time,neutral
591,Some things just work more efficiently for me to script directly in Python.,function,positive
592,Nobody else in my company is using it.,function,neutral
593,School assignments,function,neutral
594,Lack of powerful text editing features like VIM or Emacs.  Limited kernel support (e.g. not as good as the Python one).  No multi-language notebook support.,function,positive
595,"1. As code used for data analysis for a single project becomes more stable, i find it better to move the functions that dont require change out of the notebook, for 2 reasons : 1.a : Makes my notebook more clear - i only keep the functions i m still tinkering with 1.b : Protects me against accidental deletion by moving important functions into version controlled .py files. It happenned a few times to lose hours of work in the notebook by abusing the 'cut cell' action. (Cuts a few cell, including a few critical preprocessing ones - codes still runs fine as variables are in memory. Saves notebook. Come back a few days later --> broken)  2. Some weeks i do web dev (to show all those nice plots created in notebook) . Notebook's not useful for this.",function,positive
596,Option to have cells on one side of the screen and output on the other (split screen) instead of output below each cell,function,negative
597,"Inability to do ""git diff"" in a reasonable way  I get very frustrated with the text editor adding parentheses for me.  It never acts the way I want it to, and it's very unclear how to disable that ""feature"".  The auto-indentation is also similarly poor.   And the undo features can be buggy.",function,negative
598,Just haven't taken the time to integrate it into my workflow yet.,time,neutral
599,"lack of copy/paste between notebooks, lack of simultaneous multi-user access to notebooks (multi-cursor), as well viewing/working on the same notebook in multiple places (e.g. two side-by-side browser windows); missing undo, poor source code editing environment compared to vim/tmux, ",function,negative
600,"Notebooks become less manageable when project becomes bigger. It would be nice to incorporate more 'IDE' like properties like multi file projects, that can be worked on simultaneously (with the same kernel) ",function,positive
601,text editor integration,design,neutral
602,"- Hard to keep track of which cells have been run when run out of order - Hard to easily change CSS styles. Would be nice if I could easily change the look and feel of the notebook (using themes) from the toolbar - More tools / features for sharing notebooks, especially on different platforms (mobile)",function,negative
603,"I miss using a debugger while writing larger programs. As a result, I just develop programs using a regular IDE such as Spyder or PyCharm, and then use Jupyter to summarize the findings. I find it hard to develop code first in Jupyter.",function,negative
604,"Nothing really, it's already pretty frequent.",function,positive
605,It's already a core tool for me.,function,neutral
606,I m more productive with a text editor and a terminal,design,positive
607,Visualizations (compared to ggplot),function,neutral
608, ,function,neutral
609,Notebook format doesn't work well with git. Lack of basic code editor features like replacing text.,function,positive
610,"The lack of proper autocomplete for Python. Yes, even in the notebook cells, but especially the editor, which could be useful for writing modules.  Difficulty of working with different versions of the same notebook while iterating my data analysis.",function,neutral
611,Not needed for my industry work.,performance,positive
612,"Cannot (yet) get it installed on our HPC nodes (seems to be coming soon, though)",function,neutral
613,Collaboration and revisioning support.,time,positive
614,It's not simple to move notebook data to and from Git to keep a safe history of work.,function,positive
615,"The notebook workflows are very linear, doing experiments is difficult. Also some source control/diff tool would be really nice.",function,neutral
616,devops -- access to turnkey persisted instance or prebaked kitematic images.  devops - easy access to preconfigured common setups -- like mysql or cloudant libraries pre-installed. ,function,positive
617,"It would be great to have a scheduler and/or a real exporter in order to put ""in production"" the notebooks",performance,positive
618,"Most of my programming work is for web and server deployments, not really suitable for Jupyter Notebook.",function,positive
619,Already is a very integral part of the workflow. ,performance,positive
620,"1) Not ideal for projects with many related / interlinked files (which in truth is more like software development than analysis), in which case I use PyCharm  2) There's something a tiny bit buggy with the Kernel when I'm running resource intensive code.  Sometimes the kernel dies, and I feel like some error is getting swallowed.  I often revert to a command line in cases like this to feel like I have more ability to manage and babysit the code.  Some New Relic like diagnostics would be a beautiful addition to Jupyter.",function,positive
621,I'd like to be able to easily reuse cells from one notebook to another. Kinda like an import command.  Not a major thing though.   I love Jupyter. I use it all the time. ,function,positive
622,Quirky text editor behaviour,design,neutral
623,Our code review software (Stash) doesn't have an officially supported plugin to render/review notebooks... you just see the raw JSON.  So I tend to port most function definitions to library code.,function,positive
624,"Hard to write production code, I use it as an exploratory tool",function,negative
625,"1. Better integration with version control systems 2. Seamless transition from notebook to standalone python script, e.g. for report generation. 3. For small code snippets, it's perfect. For a large-ish library, you know to avoid it. When you are in between the two, the editing capabilities are a limiting factor.",function,positive
626,"-Bad code editing and refactoring tools. - After a while, notebooks become large and hard to navigate",function,negative
627,I use it for all of my workflow.  but I would LOVE if i was able to copy whole cells and multiple cells between notebooks!,performance,positive
628,"I love the Jupyter notebook already, and use it daily. Can definitely introduce productivity enhancements to make it even better!",function,positive
629,"I usually run it as a server through an EC2 spot instance. While not bad, there is a little time to calling up an image, and spinning up the instance and connecting to it. I'd love for that process to be turn-key.",time,positive
630,"Make better use of my screen - too much unused space in the notebook  Multi-user support. Including collaborative tools like commenting and even versioning.  File/Notebook management. Make it easier to download files, find recently opened notebooks, etc.",function,positive
631,Version control is not very easy.,function,neutral
632,Integration of R,performance,neutral
633,"We still need to have ""idiot-proof"" documentation for serving up your own Jupyter notebooks on a personal website. If we had that, I'd guarantee we'd see a surge in the number of notebook-enabled textbooks, demos, etc.",function,neutral
634,"Inability to run notebooks as first-class scripts. Sometimes I'll have a particular or analysis demoed or sketched in a Notebook; simply running the Notebook will be enough to produce the whole result that I care about. Because it's not easy to run Notebooks from terminal (like ""$ python my_notebook.ipynb""), I end up having to convert them. But since in the process, I end up creating a normal script, I take the time to write a full shell script with argparse and other options in case I want to tweak the output later. That's all fine, but it would be really nice to just by able to run the notebook directly.  Additionally, first-class or native support for git-hooks would be nice, so that it's easier to track a notebook in version control. Really - all I care about is the logic, not the metadata for each cell!",function,positive
635,"Better interoperability with scala ide , like intellij",function,positive
636,"The ""editor"" option.  I do use a firefox extension that send me from the code cell to my favorite text editor, but it would be nice if Jupyter could emulate more the features we have in most test editors like spell-check.",function,positive
637,Entering command line code to bring it up. ,function,neutral
638,Sublime text key bindings. Debugging external python code.,function,positive
639,"Conversion to word docs, sharing data used bu notebook",function,neutral
640,Better collaboration tools,time,positive
641, ,function,neutral
642,"- BLD: Makefile: runipy ##1 - UBY: notebook: a keyboard shortcut for (clear all, restart) - UBY: notebook: current keyboard shortcuts in menu items ## - ENH: notebook: git save & shortcut ## - ENH: notebook: git branch list & DAG viewer  .. tests:  * https://westurner.org/wiki/awesome-python-testing#workflow-evolution  https://westurner.org/wiki/awesome-python-testing#ipython  IPython Notebook⬅  * https://github.com/westurner/notebooks/blob/gh-pages/Makefile * https://pypi.python.org/pypi/runipy  ",function,positive
643, ,function,neutral
644,Better support of parallel computation.,performance,positive
645,Kernels' interaction like Beaker Notebook,function,positive
646,I dislike notebooks.  Prefer RStudio.,function,neutral
647,"Nothing, I use the Jupyter notebook religiously every day to organize, perform, and document my research.",function,neutral
648,a more flexible editing toolset included in the notebook workflow:  - bibliographies tools - figure numbering - be more like a latex workflow,function,positive
649,"Too difficult to start a new session (open terminal, type ipython notebook, create a new notebook). It is not as straightforward as using a usual text script. There should be  maybe an easy way to manage all the ipython sessions, like in a try icon where they could be easily closed or initialised.  Not easy to customise.  Needs More documentation about customisation of document formats when exporting the notebook, e.g. use custom LaTeX preambles, etc  Difficult to navigate in big notebooks, it would be nice to have an index menu or something. The html tags are not very tidy  When writing large pieces of code, it can look messy  It would be nice to have PEP8 or flakes to popularise good coding practice",function,negative
650,Difficulty with NBconvert and generation of static versions of document created,function,negative
651,Lack of proper equation numbering and referencing  (same for table of contents etc). ,design,neutral
652,Really just lack of editing flexibililty (multiple keybinding supports). Most features I needed were recently added (multi-cell copy and paste). ,function,neutral
653,Multiple kernels in single notebook. Data wrangling with Python straight to visualisation with JS would be the ideal.,function,positive
654,"* non-triviality of sharing of notebooks * exchange, synergy between JupyterHub/server-based versus local/single-user installation * sparse documentation on more advanced features (extensions, configuration, ...)",function,positive
655,gui interface and power features of vim editor,design,neutral
656,Adding cells with keyboard shortcuts,design,neutral
657,Version control and scripting.,function,neutral
658,"More power to the text file editor, such: - ES6 syntax check/highlight - linting and introspection - git integration",design,neutral
659,Collaboration,time,neutral
660,Few people in my workplace using them. ,function,neutral
661,I wish it were easier to merge cells. I wish there were built-in tools that made it easier to go from notebook to command line script or Python module.,function,positive
662,Compliance with corporate IT policies.,function,neutral
663,"Debugging, profiling",function,neutral
664,"Not easy to directly export Jupyter Notebooks in formats suitable for insertion into a report/paper, e.g. LaTeX.  Would need optional suppression of code cells, code cell output, display of variables in markdown cells,  etc.",function,negative
665,I do use a text editor to develop Python modules that need to be reused etc. There's the tool development part of my work where the notebook is a hindrance ,function,neutral
666,That other people don't use it as well. That it's not that easy to collaborate.,function,positive
667,"Lack of graphical diff'ing of notebooks for use with source control e.g git, GitHub.",function,negative
668,Vim-like editing capabilities.,function,positive
669,"looks great for exploratory work and/or self-contained tasks, but it's not a development environment",performance,positive
670,"Ease of integration into command line tools, lack of good unit testing/CI solutions. ",function,positive
671,"Utility of the notebook interface. Cell grouping, folding and other manipulation, 3D graphics in notebook, full paper writing workflow. It is very close to perfect.",function,neutral
672,Habit. To used to ipython,function,neutral
673,- An easily launched text-editor from the notebook code cells themselves.,function,neutral
674,switching kernels without closing them.,function,neutral
675,I still use MATLAB for a lot of algorithm design work,design,positive
676,I am administrating it not using it for data,function,neutral
677,Knowledge management with notebooks is a disaster Package management is difficult Hard to port over other analysis Hard to manage data,performance,negative
678,Limited (multi) cell editing functionalities.,function,negative
679,"I don't like to write/edit in the browser. I'd like to edit the notebook on Emacs, where I edit my other Python files. There's an Emacs plugin for that but it's far from perfect.",design,positive
680,"Full undo history, export options",design,neutral
681,"It is a regular part of my workflow already :)   Export to Powerpoint (slides), export to word/openoffice format... (unfortunately :) )  ",design,negative
682,Better text editing.,design,positive
683,The need to switch between these three:  (1) ipython in the terminal or qt console for fast start and oneliner work  (2) the Notebook  (3) an IDE/Editor for writing modules and packages.,function,positive
684,Collaborative notebooks easy to use and setup Widgets for MATLAB Slideshow mode by default,function,positive
685,"I'd like to have more options to manipulate the cells, and good documentation to know about them, though I'm more than happy with the Jupyter Notebook.",function,positive
686,No easy git integration extension,performance,positive
687,Lack of a debugger,function,negative
688,"I'm a keyboard guy and Jupyter has a mostly mouse oriented interface.  It's a bit of a bother to ssh in, run the server, and then open a tab. I guess I should run a server and leave it running.",function,negative
689,There is not a workspace,function,neutral
690,version tracking in git,function,neutral
691,My regular workflow doesn't include interactive software development. I use IDEs and command line execution.,function,neutral
692,"Multi-user collaboration in JupyterHub Stable ipywidgets Docker containers per kernel (doesn't hinder, but would improve maintainability)",function,positive
693,"Lack of integration integration with IDE and a more progamming intensive task, not so much exploration .   Lack of view similar to Rstudio is a problem too",performance,negative
694,"Better keyboard shortcuts. For some reason, some of the existing ones don't seem to work. Also, I would really appreciate a more minimal design or serious built in theming that allow it to compete with editors like sublime text or atom in terms of productivity.",design,positive
695,"Collaborating on notebooks is hard. Right now I am sharing with Github but the line-by-line diffing makes it hard, and there's overhead with all collaborators pushing and pulling. Something closer to a Google doc would be nice.",function,neutral
696,I dislike the interface.,function,negative
697,"I don't use python very much, and support for other kernels (e.g., scala) could be better.",function,positive
698,"Debugging functionality, version control for notebooks, UI",function,neutral
699,"- Lack of diff/merge capability  Other areas are largely dealing with text generation: - I *think* ways to split/link notebooks would help with looonng and spaghetti-like notebooks (but I'm not sure)  - I'm just not a fan of browser-based editing, but this is not a top priority.  - I'm a huge fan of org-mode/latex and like the ""automatic"" numbering and cross-reference abilities.",function,neutral
700,remembering how to get it setup,function,neutral
701,"Inability to easily publish to common platforms like wordpress that aren't based around websites generated by code. Still a bit of a hassle to get a remote notebook running well just for personal use (e.g., I don't want to have to generate hashes etc, but for now SSH tunneling is working fine for me). Some less-sexy features missing like copy/pasting multiple cells at once etc.",function,positive
702,"Nothing, really. It works great.",function,positive
703,Text editing capabilities within the notebook cells is very limited. I am currently following these projects in the hopes of a viable workaround: https://github.com/jupyter/atom-notebook https://github.com/Cacodaimon/GhostText-for-Atom,function,neutral
704,Find a way to manage proliferation. A nice way to order them.,function,positive
705,"lack of debug support when writing huge pieces of code such as loops, functions...",function,neutral
706,It can't be used without a browser.,design,neutral
707,"I tried Jupyter for making some lecture slides for teaching statistical methods in Python. My main grievances were the lack of more advanced (code-) editor features like incremental searching and an outline view for better navigation (during presentation and writing). I am aware of plugins, which I unfortunately could not to get work seamlessly (in Anaconda).   One thing which lets me prefer Spyder for my daily work is its context sensitive help, where or each command you type in a separate window a nicely typeset help text appears automatically. When using Scipy extensively, this is a real help.   For casual users like me, the number of key strokes and commands one needs to remember for efficient work is a burden. Extended tool bars (especially for Markdown) could flatten the learning curve quite a bit.   Furthermore, typesetting advanced math is a bit cumbersome (especially when looking for typos which prevent rendering, integrating your own macros, equation cross referencing, etc). A better integration could replace LaTeX for many documentation tasks (as in technical reports).",function,positive
708,Having to work with it mainly from either the command line or from the Anaconda launcher. I would prefer to have a native Mac app that will open and manage Jupyter notebooks from anywhere on my machine. With the command line for example I have to first navigate to the directory where my notebooks are located -- I have a lot of directories and I don't want to have to start up a new notebook client for every place where they are stored. ,function,positive
709,Notebook offers only global space. It is like single python module. And most of my code consists of several modules,function,positive
710,"For scripts that run in a pipeline, would like to parameterize them using command line arguments. Don't know if it's possible.",function,positive
711,The difficulty of setting it up for a multiuser classroom environment. The difficulty in setting up a widget framework for interactive demos for students,function,negative
712,missing search and replace collaborators not using it,function,neutral
713,vim shortcuts use emacs as frontend (incl plots and interactive widgets),design,negative
714,I write libraries which require a full-fledged IDE.,function,neutral
715,Text editing capabilities within the notebook cells is very limited. I am currently following these projects in the hopes of a viable workaround: https://github.com/jupyter/atom-notebook https://github.com/Cacodaimon/GhostText-for-Atom,function,neutral
716,"Inability to easily navigate within modules/structured code directories, so that I can develop my code simultaneously as a package/module and within a notebook. Prototyping in the notebook is great, but then making sure everything works appropriately when outside of the notebook environment is more difficult without a lot more infrastructure. Furthermore, once it is ported to an external module, its essentially impossible to either bring the code back into the notebook efficiently (i.e., not just copying and pasting into cells) and or to maintain a coherent version control stream for the changes then made in the notebook. So currently software development in a notebook to external module is a 1-way street, and not a particularly easy one to navigate.   Also, inconsistency in relative import statements make developing software packages in a notebook/module. Given the portable nature of the notebook, it's nice to be able to work from the same source files on a variety of computers. But absolute paths can't be used across machines (unless they follow the same convention) and its not clear how one would specify the absolute path relative to the location of the notebook server and vs. notebook itself.  Editing documentation in the notebook (especially with executable examples) would make it easier to jump between source code and explicit documentation. Linking a particular cell out to a particular docstring for a particular function/class/method would be great.",function,positive
717,Unfamiliarity with Python.,function,neutral
718,"more full featured ide feature (find replace, refactor, code folding/hiding, etc)    reusing code easily between notebooks",function,neutral
719,"In my university, Matlab is the standard. So often I have to use that ... ",design,neutral
720,Deploying a secure shared notebook server to facilitate easy sharing of notebooks with less computer-savvy colleagues.,function,positive
721,Collaborators that I haven't been able to indoctrinate yet.,function,negative
722,More and clear documentation would be nice.,function,positive
723,Version control / diffing version control between notebooks. ,function,neutral
724,Support for multiple programming kernels in the same notebook. ,performance,positive
725,"Better editor in browser; better dashboard ---need to have a real file/folder manager; multi-file notebooks (to contain related files); better pdb (command completion, history)",function,positive
726,The fact that I run windows and so don't have a reliable bash kernel (I've used bash_metakernel with cygwin but it's not so reliable - prompt gets out of sync).  In fact I've promoted using Jupyter for documenting/demonstrating command-line stuff and I'd be ready to go if *I ran linux all the time*. I don't for Corporate reasons.  Although my laptop has 32G it overheats and the fan is noisy ... so I tend not to run under VirtualBox as much as I'd like.  Hope all that makes sense !!,function,positive
727,Automatic word completion,function,neutral
728,"Complicated startup of the server (especially when my notebooks are in a directory that is not the standard base notebook dricetory). Mathematica, in contrast,  just starts up and can use a notebook from everywhere.",function,negative
729,"* The ""impedance mismatch"" between Jupyter Notebooks and version control systems like git.  * The lack of high-level document refactoring, e.g. moving around entire sections.  (The Calico Tools plugin makes this more bearable.)",function,negative
730,Lack of variable persistence,performance,negative
731,Miss basic functionality that was easy to access when working with ipynb notebooks in Enthought Canopy,function,neutral
732,"Just other duties,  but I'm planning to start use it on a daily basis",function,neutral
733,"It's actually my main tool, so not a whole lot to do to have it used more",function,neutral
734,"Text editing. I often fall back to other options like Sublime Text, wishing that Jupyter had some of that functionality.",function,positive
735,"I use it extensively for python, no issues. For Julia, R, and Ruby, though, things are still a bit glitchy.",function,negative
736,-Would like to have a code editor and terminal in the same window as the notebook cells,function,positive
737,"Inexpensive, remotely hosted options for running courses that use jupyter notebooks.",function,positive
738,"Ease of version control with gift hub, sharing with non-technical users, collapsible input boxes to make it easier for non-technical personnel to understand, syntax highlighting in JavaScript cells, easy debugging, ease of implementing in server side CRON jobs etc.   ",function,positive
739,- Multi-panel user interface similar to spyder/matlab with embedded ipython console.  - Free-form cell editing similar to spyder/matlab (e.g. to move many cells at the same time)  - Dead easy debugging support  - Maybe support for profiling code,function,positive
740,"The UI takes a lot of vertical space, and not a lot of horizontal one (Most Displays are in the 16:9 aspect ratio ). Multiple input columns (or input left output right) and a ""minimap"" would be nice.   Data import into Python  Data exploration (bokeh/matplotlib is just not as interactive compared to matlab plot interface)",function,positive
741,"Integration with Git, or at least some documentation on ho best to use version control with Jupyter.",function,positive
742,Work schedule. Nothing to do with Jupyter itself.,function,positive
743,Ipython on command line is more familiar. ,function,neutral
744,The acceptance of it as the main tool for exploratory data analysis by colleagues who are less technical and continue to use excel and tableau. They are deterred by learning curve of Python and its libraries - which isn't really Jupypters fault.  ,function,neutral
745,Not enough people use it around me.,function,negative
746,"Searching in the notebooks is a pain because files can not just be opened through a dedicated viewer (on desktop os), which makes looking for that specific graph from 2 months ago hard. (Ofentimes just seeing it is enough to know which one I was searching for)",design,neutral
747,"difficult to manage code cells, rearrange them",function,negative
748,"Crappy editing experience. After being used to working exclusively in Vim/Emacs, developing in a text area in a browser just doesn't feel right.",design,neutral
749,"Exporting notebooks to other formats, such as pdf, is not working for me.  BTW I have an Anaconda install of Python 2.7 running on Windows 10.",function,neutral
750,"Slow. Doesn't handle large datasets well - crashes, often have to rerun from the top. ",function,neutral
751,we need a way to hide the code to create a better document like in Zeppelin,function,positive
752,"mostly support for collaboration: multi-user server, difficult diff of notebooks",function,neutral
753,"Difficulty sharing results with collaborators who don't use Jupyter. HTML output works alright, but since my notebooks are math heavy they take quite a long time to load for collaborators.",function,neutral
