,comment,survey
442,0,"When working with large data sets, sometimes the notebook gets stuck. The only way to get out of this needs the notebook to be restarted, this way I lose the dataset loaded in memory and a lot of time is wasted in reloading the file and running the steps again. Also, I have tried to use 'Ctrl + c' which works most times but fails with large data sets several times also leading to need for a restart. "
443,0,Slightly complex startup procedure - I use it with Julia
444,0,"Lack of an obvious integration with standard testing suites - I heard very recently notebook testing has now been fixed, but it was broken for a while and this was a big set back."
445,0,"The lack of version control (tracking changes using git does not work well) My own knowledge about how to use functions in other notebooks, etc."
446,0,annoying to start the notebook server when I want to qucikly look at notebook content  versioning notebooks (git) is a pain
447,0,"The strict linearity, lack of automatability, and inability to reference code from other notebooks (e.g., as a module -- related to the nonlinearity)."
448,0,Option to have cells on one side of the screen and output on the other (split screen) instead of output below each cell
449,0,"Inability to do ""git diff"" in a reasonable way  I get very frustrated with the text editor adding parentheses for me.  It never acts the way I want it to, and it's very unclear how to disable that ""feature"".  The auto-indentation is also similarly poor.   And the undo features can be buggy."
450,0,"lack of copy/paste between notebooks, lack of simultaneous multi-user access to notebooks (multi-cursor), as well viewing/working on the same notebook in multiple places (e.g. two side-by-side browser windows); missing undo, poor source code editing environment compared to vim/tmux, "
451,0,"- Hard to keep track of which cells have been run when run out of order - Hard to easily change CSS styles. Would be nice if I could easily change the look and feel of the notebook (using themes) from the toolbar - More tools / features for sharing notebooks, especially on different platforms (mobile)"
452,0,"I miss using a debugger while writing larger programs. As a result, I just develop programs using a regular IDE such as Spyder or PyCharm, and then use Jupyter to summarize the findings. I find it hard to develop code first in Jupyter."
453,0,"Hard to write production code, I use it as an exploratory tool"
454,0,"-Bad code editing and refactoring tools. - After a while, notebooks become large and hard to navigate"
455,0,"Too difficult to start a new session (open terminal, type ipython notebook, create a new notebook). It is not as straightforward as using a usual text script. There should be  maybe an easy way to manage all the ipython sessions, like in a try icon where they could be easily closed or initialised.  Not easy to customise.  Needs More documentation about customisation of document formats when exporting the notebook, e.g. use custom LaTeX preambles, etc  Difficult to navigate in big notebooks, it would be nice to have an index menu or something. The html tags are not very tidy  When writing large pieces of code, it can look messy  It would be nice to have PEP8 or flakes to popularise good coding practice"
456,0,Difficulty with NBconvert and generation of static versions of document created
457,0,"Not easy to directly export Jupyter Notebooks in formats suitable for insertion into a report/paper, e.g. LaTeX.  Would need optional suppression of code cells, code cell output, display of variables in markdown cells,  etc."
458,0,"Lack of graphical diff'ing of notebooks for use with source control e.g git, GitHub."
459,0,Knowledge management with notebooks is a disaster Package management is difficult Hard to port over other analysis Hard to manage data
460,0,Limited (multi) cell editing functionalities.
461,0,"It is a regular part of my workflow already :)   Export to Powerpoint (slides), export to word/openoffice format... (unfortunately :) )  "
462,0,Lack of a debugger
463,0,"I'm a keyboard guy and Jupyter has a mostly mouse oriented interface.  It's a bit of a bother to ssh in, run the server, and then open a tab. I guess I should run a server and leave it running."
464,0,"Lack of integration integration with IDE and a more progamming intensive task, not so much exploration .   Lack of view similar to Rstudio is a problem too"
465,0,I dislike the interface.
466,0,The difficulty of setting it up for a multiuser classroom environment. The difficulty in setting up a widget framework for interactive demos for students
467,0,vim shortcuts use emacs as frontend (incl plots and interactive widgets)
468,0,Collaborators that I haven't been able to indoctrinate yet.
469,0,"Complicated startup of the server (especially when my notebooks are in a directory that is not the standard base notebook dricetory). Mathematica, in contrast,  just starts up and can use a notebook from everywhere."
470,0,"* The ""impedance mismatch"" between Jupyter Notebooks and version control systems like git.  * The lack of high-level document refactoring, e.g. moving around entire sections.  (The Calico Tools plugin makes this more bearable.)"
471,0,Lack of variable persistence
472,0,"I use it extensively for python, no issues. For Julia, R, and Ruby, though, things are still a bit glitchy."
473,0,Not enough people use it around me.
474,0,"difficult to manage code cells, rearrange them"
475,0,"Text-block weakness: - absence of LaTeX-like cross-referencing and automatic (section) numbering facility  Code-block weaknesses: - no way to ""tangle"" code blocks to make pure source code files (afaik) - no easy, clear or consistent way to automatically break lines at a specified number of char's - no code folding - difficulty in using Javascript to do special visualizations, for example with D3.js"
476,0,I still use the Qt backend sometimes with matplotlib since I find the notebook backend to be awkward to use sometimes.
